N,P,K,temperature,humidity,ph,rainfall,label,soil_type
95.2,45.8,60.9,24.12,65.11,6.75,773.8,maize,alluvial soil
18.7,32.1,24.8,26.62,52.57,7.26,565.9,lentil,black soil
52.2,31.0,33.0,17.71,37.46,7.0,545.2,safflower,red soil
47.8,42.1,45.8,28.02,52.63,6.33,873.2,ragi,red soil
115.5,41.3,60.2,27.4,41.76,5.21,1743.5,onion,red soil
18.4,33.5,22.9,18.24,53.06,6.77,509.7,lentil,black soil
33.2,33.7,32.6,21.36,55.46,6.56,536.5,chickpea,black soil
65.3,35.9,42.1,25.61,46.29,7.21,540.7,sunflower,black soil
93.7,45.7,89.3,19.53,60.74,6.03,1589.6,tomato,alluvial soil
92.1,69.4,77.4,26.97,47.39,7.02,535.5,pomegranate,black soil
16.7,43.1,25.1,14.62,58.04,8.94,1612.0,cotton,alluvial soil
101.7,54.8,70.0,25.83,47.4,6.5,588.1,pomegranate,black soil
117.9,22.0,11.5,34.87,25.15,5.89,289.8,safflower,laterite soil
138.1,10.3,11.8,44.79,88.13,4.92,415.7,lentil,laterite soil
15.9,13.8,9.8,24.05,56.48,6.27,1004.5,wheat,red soil
139.2,57.7,95.2,17.83,49.61,8.43,1510.8,safflower,laterite soil
51.7,26.2,32.5,30.36,46.13,7.56,569.4,jowar,red soil
45.5,24.5,97.6,21.48,93.29,5.37,1650.6,bajra,red soil
84.0,62.1,89.4,25.11,58.22,6.77,709.7,pomegranate,black soil
93.5,46.1,64.3,25.13,64.6,6.41,677.1,chilli,red soil
2.3,40.6,7.8,39.75,37.0,8.83,1209.0,grapes,alluvial soil
31.3,34.6,38.5,30.58,61.36,7.88,609.9,pigeonpeas,red soil
60.6,41.5,52.8,16.31,62.8,6.07,510.8,wheat,black soil
132.9,50.3,71.0,33.03,62.17,6.71,1360.7,sugarcane,alluvial soil
18.0,17.4,42.4,11.1,42.75,8.05,1547.9,tomato,laterite soil
115.1,34.6,29.0,34.14,48.12,7.08,1440.8,sugarcane,red soil
24.3,29.5,17.8,27.86,67.09,6.21,648.5,blackgram,black soil
36.4,32.2,44.0,29.37,64.99,6.84,762.5,groundnut,alluvial soil
86.4,43.0,64.3,20.96,55.84,7.34,698.5,onion,red soil
120.9,65.7,80.2,28.9,80.67,6.56,1241.8,sugarcane,black soil
50.7,28.6,32.9,19.78,47.31,7.44,474.8,safflower,black soil
107.1,52.9,95.8,41.46,36.43,4.81,1571.2,sugarcane,black soil
84.0,46.4,62.8,22.9,58.22,7.37,806.5,chilli,black soil
19.3,25.3,22.8,21.74,55.52,6.29,590.3,lentil,black soil
109.4,55.1,55.5,24.08,73.63,6.35,663.1,onion,black soil
82.7,49.6,52.4,32.58,55.86,6.3,800.7,cotton,black soil
36.1,32.1,31.7,26.37,61.84,6.86,962.8,soybean,black soil
93.7,54.6,63.8,21.24,75.36,6.38,790.4,tomato,red soil
85.3,55.9,52.2,22.9,69.5,6.83,796.6,onion,alluvial soil
55.9,3.8,0.3,30.63,34.19,7.99,2061.0,safflower,black soil
29.7,64.6,69.1,26.78,69.24,6.3,1568.6,pigeonpeas,laterite soil
75.7,37.6,51.0,20.54,62.58,6.11,497.8,wheat,alluvial soil
81.2,54.0,55.7,29.04,68.31,5.62,765.8,maize,black soil
16.8,31.4,20.7,31.68,59.68,7.18,700.4,greengram,black soil
37.6,45.6,41.6,29.93,64.09,7.23,950.5,soybean,alluvial soil
104.4,46.5,53.5,26.04,60.32,6.17,880.4,onion,black soil
1.5,28.1,74.7,37.82,63.81,8.32,1994.8,sunflower,alluvial soil
59.4,39.1,41.3,28.37,52.32,6.63,625.6,jowar,black soil
72.3,43.6,46.2,22.03,52.71,6.84,456.4,wheat,black soil
112.7,57.2,67.7,25.46,71.22,6.6,1975.7,sugarcane,black soil
111.5,69.0,91.1,23.55,51.87,7.48,620.8,grapes,black soil
25.8,35.1,30.1,28.79,56.57,7.18,500.0,chickpea,red soil
76.1,46.1,46.4,27.47,57.93,6.82,974.2,cotton,red soil
43.3,44.8,30.6,22.49,68.6,6.57,601.1,soybean,alluvial soil
50.0,67.0,82.7,12.43,31.94,5.26,1189.3,lentil,alluvial soil
18.5,25.7,26.6,19.51,47.87,6.9,581.7,lentil,black soil
86.0,12.4,66.2,14.47,41.49,9.21,1574.2,groundnut,laterite soil
31.1,76.2,26.7,17.82,42.83,6.29,424.5,sugarcane,laterite soil
135.6,62.3,67.9,27.52,78.4,7.05,1888.8,sugarcane,alluvial soil
104.6,58.7,81.3,21.61,55.28,6.56,777.9,grapes,red soil
28.7,31.2,23.8,29.76,60.31,6.96,733.6,greengram,alluvial soil
31.9,27.5,42.4,29.17,65.25,6.15,522.2,groundnut,red soil
53.5,31.8,44.1,29.38,54.61,7.52,620.7,jowar,black soil
52.0,37.1,35.9,30.51,63.37,8.02,466.5,jowar,red soil
62.9,34.4,37.1,25.95,63.86,7.23,650.2,ragi,red soil
87.6,69.4,87.8,29.42,47.3,7.26,798.9,pomegranate,black soil
47.2,29.2,34.5,17.72,44.42,7.43,632.2,safflower,black soil
100.0,53.2,93.1,25.42,52.23,7.43,890.8,grapes,black soil
33.8,39.6,38.8,25.98,46.44,6.77,617.3,pigeonpeas,red soil
104.8,56.1,61.8,21.77,64.76,6.24,621.6,onion,black soil
19.5,34.0,26.0,33.43,57.25,6.53,546.7,blackgram,red soil
51.9,27.8,32.1,17.97,46.55,6.78,613.1,safflower,black soil
43.9,21.2,33.6,32.69,58.07,7.29,433.6,bajra,alluvial soil
27.4,27.7,34.5,29.33,44.02,6.45,600.8,chickpea,red soil
22.8,37.4,31.9,25.94,59.06,7.09,481.4,chickpea,red soil
96.0,41.8,55.0,24.35,60.29,6.9,688.4,chilli,black soil
54.6,20.4,34.6,32.03,47.01,6.23,444.6,bajra,red soil
114.0,57.7,81.6,22.27,69.17,7.35,897.8,grapes,red soil
25.1,26.2,23.2,27.93,58.13,7.1,575.3,greengram,alluvial soil
90.1,63.6,67.9,27.44,65.52,6.02,763.0,tomato,alluvial soil
76.0,39.3,40.4,34.97,59.31,7.1,767.4,cotton,black soil
41.0,34.0,36.4,29.3,59.62,8.24,513.1,jowar,black soil
78.2,36.7,61.3,29.52,62.72,6.65,947.5,chilli,red soil
59.0,25.7,37.2,31.67,51.39,8.03,568.8,jowar,black soil
53.1,22.4,73.6,29.98,35.7,8.43,2094.8,maize,alluvial soil
126.2,54.3,61.5,33.45,78.41,6.99,1712.6,sugarcane,alluvial soil
27.8,39.3,25.5,29.83,49.57,6.79,736.5,pigeonpeas,red soil
42.0,36.4,40.5,27.94,79.34,7.34,824.3,soybean,black soil
88.7,13.5,67.4,26.42,89.14,7.18,367.3,jowar,black soil
88.5,47.2,50.7,23.42,56.39,6.47,604.7,maize,black soil
58.4,1.2,38.1,29.44,25.99,9.23,833.9,onion,red soil
37.3,30.3,40.6,27.09,68.23,7.45,800.0,groundnut,alluvial soil
73.6,77.8,89.4,25.99,73.23,5.3,1655.3,ragi,red soil
60.2,47.5,45.8,21.54,60.87,6.95,459.8,wheat,black soil
42.8,43.6,30.5,26.75,63.88,6.73,950.3,soybean,black soil
49.7,39.1,41.4,18.43,45.92,7.29,455.9,safflower,black soil
117.5,62.2,97.0,25.05,66.77,6.51,678.6,grapes,black soil
67.8,40.9,49.4,24.8,44.4,7.44,784.1,sunflower,alluvial soil
78.2,49.1,49.2,23.77,57.14,6.45,695.6,maize,red soil
25.7,35.9,25.6,34.08,56.53,7.65,889.1,pigeonpeas,red soil
61.7,42.6,48.2,27.19,61.1,7.02,605.9,ragi,laterite soil
20.2,35.5,30.7,28.97,61.76,7.07,770.2,groundnut,alluvial soil
51.6,34.9,32.0,28.79,57.18,6.11,634.9,bajra,red soil
118.9,68.2,93.7,29.75,55.83,6.85,602.8,grapes,black soil
90.1,54.7,97.3,43.0,40.19,8.52,904.7,grapes,red soil
58.2,38.8,30.8,20.69,54.96,7.17,555.3,safflower,black soil
58.3,15.8,60.4,35.76,32.55,5.61,338.7,jowar,black soil
55.8,27.6,34.7,23.2,39.04,6.63,648.3,safflower,black soil
124.6,15.1,13.2,34.81,28.15,4.91,906.2,grapes,laterite soil
102.3,51.7,61.5,25.58,69.63,6.09,926.1,tomato,red soil
118.4,60.3,91.4,25.73,62.24,6.8,634.6,grapes,black soil
76.5,49.1,40.5,23.81,55.46,6.25,467.3,wheat,black soil
55.4,30.6,37.5,20.13,53.62,7.13,539.3,sunflower,alluvial soil
139.8,42.7,58.8,31.97,25.85,7.19,2063.1,pomegranate,red soil
20.7,28.8,29.4,24.63,53.68,6.9,551.8,lentil,alluvial soil
28.9,33.3,23.5,34.47,54.15,6.89,578.7,greengram,black soil
41.9,65.5,53.3,17.29,72.69,8.9,1418.7,maize,laterite soil
101.3,62.1,60.1,28.86,54.5,6.87,646.9,pomegranate,black soil
42.3,33.6,30.7,28.15,63.31,8.41,551.0,jowar,black soil
33.8,39.2,25.9,20.25,49.16,6.97,628.1,chickpea,black soil
23.9,25.6,40.9,26.77,62.96,6.64,576.0,groundnut,alluvial soil
37.1,31.1,42.5,29.13,70.62,6.92,616.0,soybean,black soil
34.1,39.4,34.5,28.66,40.27,6.41,574.8,chickpea,red soil
30.7,31.5,32.3,30.67,67.63,6.62,655.2,pigeonpeas,red soil
117.0,48.4,58.8,24.51,76.8,6.56,915.1,tomato,alluvial soil
26.3,26.7,31.2,29.97,47.09,6.55,486.2,chickpea,black soil
46.2,43.3,42.3,21.54,53.18,6.0,792.4,ragi,laterite soil
25.0,29.3,23.4,25.37,59.7,6.17,581.4,lentil,black soil
95.1,34.8,94.5,11.79,87.46,6.57,1559.6,lentil,black soil
19.6,26.5,20.5,22.99,48.67,6.68,401.9,lentil,alluvial soil
75.1,58.1,63.8,29.12,67.83,7.21,751.5,maize,red soil
18.4,32.8,23.3,21.03,52.97,6.56,543.8,lentil,black soil
23.2,25.2,28.5,30.86,65.69,6.71,717.4,blackgram,red soil
32.6,40.0,35.8,23.75,68.94,6.93,712.7,pigeonpeas,black soil
15.7,28.9,21.2,19.79,49.57,7.22,425.8,lentil,alluvial soil
52.9,22.4,34.9,34.36,53.87,7.22,576.8,bajra,red soil
88.8,40.4,50.5,30.08,59.32,6.52,997.4,chilli,black soil
83.1,76.3,38.4,17.15,63.72,9.03,1544.5,onion,black soil
83.3,22.0,33.9,31.3,52.63,8.94,1821.9,tomato,alluvial soil
34.1,34.1,43.0,26.41,65.51,6.82,779.8,soybean,black soil
94.7,37.3,52.1,21.86,59.4,4.96,702.9,soybean,laterite soil
101.6,67.3,51.7,16.29,31.86,9.28,835.7,ragi,red soil
117.8,68.6,90.3,23.14,63.06,6.82,732.4,grapes,black soil
98.7,45.7,53.9,27.06,66.39,5.62,822.4,maize,red soil
20.7,30.1,20.7,25.23,61.15,6.45,543.6,blackgram,black soil
67.6,32.6,49.5,20.88,47.4,7.46,588.2,sunflower,red soil
41.7,19.2,31.7,29.83,84.97,4.84,1933.1,chilli,red soil
113.5,47.5,68.3,27.52,66.14,6.58,895.4,tomato,alluvial soil
52.5,33.3,39.8,18.97,47.93,6.56,642.2,safflower,black soil
13.9,30.2,66.2,19.11,45.45,8.2,689.3,ragi,alluvial soil
26.0,35.6,33.9,29.3,58.05,6.36,519.9,chickpea,red soil
67.4,44.9,58.5,25.27,60.46,6.18,639.5,cotton,red soil
46.6,28.7,32.0,27.1,52.73,7.57,456.8,bajra,alluvial soil
36.1,29.5,49.9,25.32,58.53,6.13,563.5,groundnut,red soil
61.4,39.7,57.5,27.42,68.42,6.94,673.9,cotton,black soil
101.8,78.2,9.6,11.98,72.69,5.55,1039.9,ragi,alluvial soil
114.5,56.8,77.1,28.0,61.32,7.04,871.1,grapes,black soil
61.7,11.6,27.4,42.56,20.17,7.78,820.9,jowar,red soil
94.2,54.6,70.5,23.35,64.67,6.18,961.9,tomato,alluvial soil
8.8,44.2,6.4,15.15,47.34,5.21,1042.0,tomato,alluvial soil
64.3,45.3,39.4,23.19,48.24,6.64,762.2,sunflower,black soil
98.3,59.4,84.1,22.72,64.11,7.05,694.6,grapes,red soil
90.1,63.3,71.7,30.52,44.15,6.57,685.6,pomegranate,red soil
32.8,33.6,31.0,27.7,58.49,7.97,564.3,chickpea,red soil
102.4,69.9,64.8,25.57,43.99,7.12,582.0,pomegranate,red soil
81.2,39.5,60.7,30.16,61.02,6.05,803.8,chilli,red soil
102.8,32.2,12.3,26.36,40.74,8.87,848.1,pigeonpeas,black soil
95.4,23.3,85.6,11.58,66.77,8.64,1616.7,sunflower,alluvial soil
39.9,31.7,25.4,24.39,61.3,6.7,735.1,soybean,alluvial soil
93.1,53.9,95.0,27.85,55.12,6.61,720.7,grapes,red soil
43.2,27.3,26.1,29.74,49.64,7.43,400.3,bajra,alluvial soil
59.8,48.1,40.6,29.38,47.06,6.78,598.6,sunflower,red soil
112.1,56.3,59.9,20.29,75.75,6.08,846.7,tomato,red soil
72.6,48.3,42.9,30.77,68.4,6.3,824.5,cotton,red soil
27.6,29.1,25.3,27.83,46.27,6.34,590.8,chickpea,red soil
23.1,40.7,41.9,31.2,56.77,7.01,620.7,groundnut,alluvial soil
107.7,45.1,50.8,27.18,56.19,6.6,845.2,onion,red soil
51.4,27.5,34.8,17.79,36.54,7.32,571.0,safflower,black soil
101.5,54.4,62.3,21.09,57.04,7.0,989.1,onion,red soil
27.2,20.6,24.7,33.69,53.12,6.76,535.0,greengram,alluvial soil
132.8,40.5,57.9,24.11,35.13,8.28,486.6,blackgram,laterite soil
41.4,26.6,33.5,32.35,42.26,6.25,466.9,bajra,alluvial soil
47.2,38.1,38.6,25.65,63.42,7.59,461.7,jowar,red soil
28.9,37.3,26.6,22.37,51.44,6.34,406.3,chickpea,red soil
81.0,45.9,60.2,27.94,73.05,7.1,767.8,chilli,red soil
33.8,31.4,20.8,27.58,45.31,6.4,537.6,chickpea,red soil
43.0,48.1,19.9,14.97,21.11,5.62,1311.5,ragi,red soil
82.8,7.1,65.8,20.1,75.81,4.66,931.8,onion,red soil
92.2,62.0,70.7,26.95,66.05,6.86,789.5,tomato,red soil
105.1,42.4,64.2,21.26,69.19,6.88,745.7,onion,red soil
37.4,22.2,28.8,26.85,44.26,6.34,630.7,bajra,alluvial soil
32.5,41.8,49.4,29.58,69.75,7.13,634.4,groundnut,alluvial soil
82.3,61.5,82.1,27.6,59.67,6.71,749.2,pomegranate,red soil
19.0,30.6,26.1,29.53,56.47,7.35,623.5,greengram,black soil
127.9,25.4,11.3,35.63,88.94,5.37,1364.5,lentil,red soil
25.0,40.0,39.0,31.56,63.81,7.68,812.6,pigeonpeas,black soil
108.1,56.2,86.3,29.56,51.96,7.24,788.8,grapes,red soil
70.2,37.1,48.1,16.73,64.77,6.82,646.9,wheat,black soil
74.7,44.9,55.6,29.84,55.77,6.64,934.8,chilli,red soil
28.1,31.8,21.5,26.5,57.59,7.36,580.1,chickpea,red soil
26.5,20.7,24.9,30.86,51.54,7.31,745.6,greengram,alluvial soil
39.1,32.8,37.7,34.21,66.0,7.21,816.8,pigeonpeas,black soil
116.8,61.6,81.4,22.17,63.68,7.27,769.6,grapes,black soil
55.7,28.7,33.7,26.84,55.31,6.76,507.6,jowar,black soil
59.9,38.6,38.8,26.88,60.9,6.52,647.3,jowar,red soil
34.9,36.6,25.1,22.15,72.17,6.68,675.7,soybean,black soil
76.0,46.0,53.2,16.68,55.42,6.72,546.4,wheat,alluvial soil
43.0,33.1,30.7,18.02,54.6,6.63,575.4,safflower,black soil
122.6,1.8,70.4,41.48,42.6,6.69,1130.2,onion,red soil
105.9,51.4,63.2,28.3,75.9,7.22,1430.2,sugarcane,black soil
58.1,35.5,44.8,27.01,53.3,8.49,524.7,jowar,black soil
83.1,57.7,7.3,40.15,75.29,6.78,1226.1,groundnut,red soil
52.5,36.6,31.2,28.3,63.34,8.22,696.6,jowar,black soil
100.1,56.8,85.1,30.59,47.69,7.5,541.3,pomegranate,red soil
16.7,22.6,20.5,29.82,62.33,6.17,627.6,blackgram,red soil
23.3,29.3,21.7,26.75,58.95,6.32,511.4,lentil,black soil
116.9,61.6,84.1,28.16,78.23,7.02,1494.1,sugarcane,alluvial soil
41.9,37.6,40.6,22.2,54.57,6.87,450.1,safflower,black soil
109.4,69.0,30.7,25.16,80.78,6.28,1001.0,groundnut,red soil
18.9,4.7,39.1,27.13,86.67,9.16,966.3,pigeonpeas,black soil
30.9,32.6,37.7,34.61,62.38,7.83,843.4,pigeonpeas,black soil
20.6,76.8,67.8,11.29,79.38,7.54,660.5,blackgram,alluvial soil
85.3,69.7,76.4,32.29,48.04,7.35,617.0,pomegranate,black soil
113.3,65.6,69.2,30.75,79.31,6.51,1804.4,sugarcane,alluvial soil
16.3,33.2,29.5,26.77,46.4,6.96,563.1,lentil,alluvial soil
64.4,43.4,47.9,27.97,69.43,5.94,971.8,ragi,laterite soil
102.9,69.3,90.3,29.11,66.42,6.72,802.8,grapes,red soil
86.6,75.0,97.8,23.36,41.51,5.01,1220.5,groundnut,red soil
95.6,55.5,60.6,24.38,61.72,6.29,815.3,tomato,alluvial soil
43.1,25.7,44.1,29.43,60.66,6.76,721.1,jowar,red soil
102.1,52.1,81.9,28.0,69.95,6.92,1623.3,sugarcane,alluvial soil
25.8,30.4,38.6,24.81,57.88,6.74,836.9,pigeonpeas,black soil
80.5,11.7,51.3,22.61,69.49,8.9,2406.6,grapes,alluvial soil
98.4,54.1,66.2,23.27,76.87,6.26,825.3,tomato,red soil
89.2,41.9,57.7,27.38,57.46,5.67,622.6,maize,alluvial soil
133.2,64.3,62.5,36.17,68.86,8.21,968.1,tomato,red soil
87.2,55.5,79.9,32.12,56.06,7.19,605.5,pomegranate,red soil
35.4,33.8,37.4,26.83,54.26,6.65,466.6,bajra,red soil
113.1,63.4,70.1,25.74,62.76,6.97,719.1,tomato,alluvial soil
131.0,54.6,2.5,29.33,48.73,9.19,1946.0,blackgram,red soil
100.2,61.1,97.2,29.29,64.81,6.97,743.7,grapes,black soil
88.1,66.0,61.8,26.77,59.14,6.83,766.5,pomegranate,red soil
61.1,62.5,7.6,12.69,47.91,9.35,1035.4,pigeonpeas,alluvial soil
21.5,34.4,25.4,22.34,55.66,6.37,538.8,lentil,black soil
69.2,51.7,41.2,25.62,58.59,6.29,924.1,cotton,black soil
87.5,53.9,48.3,28.48,51.05,7.26,550.0,cotton,red soil
54.0,31.7,38.6,25.27,45.44,6.73,561.4,sunflower,alluvial soil
36.7,34.5,28.3,26.64,54.4,6.83,780.1,pigeonpeas,red soil
46.0,36.3,44.4,16.91,47.47,7.0,487.7,safflower,red soil
113.1,55.4,95.8,24.35,56.95,7.2,789.1,grapes,black soil
34.7,37.9,39.5,23.28,65.36,7.06,844.4,soybean,alluvial soil
77.9,54.0,56.8,29.16,56.77,8.0,709.3,cotton,red soil
56.7,39.9,40.8,22.83,37.11,7.24,456.0,safflower,red soil
19.2,22.7,15.3,31.7,62.15,6.31,646.5,blackgram,red soil
53.7,32.3,35.4,18.3,45.82,6.91,429.6,safflower,black soil
132.5,52.0,75.7,29.97,63.71,6.93,1351.2,sugarcane,alluvial soil
66.6,41.5,41.8,29.86,49.22,7.49,560.4,sunflower,alluvial soil
20.5,25.5,25.2,33.51,57.7,7.34,607.1,blackgram,black soil
96.2,66.2,63.0,28.28,55.56,6.56,644.8,pomegranate,black soil
83.6,55.1,99.3,12.3,65.57,5.16,555.4,ragi,alluvial soil
24.3,31.6,25.7,27.21,56.19,6.53,728.8,greengram,black soil
59.3,41.3,41.1,28.27,54.71,6.79,638.0,sunflower,black soil
21.9,33.3,48.6,27.56,69.32,6.14,506.9,groundnut,red soil
57.5,38.4,42.2,27.22,45.34,6.88,772.8,sunflower,black soil
112.9,55.1,65.5,25.74,66.9,7.04,1897.8,sugarcane,alluvial soil
120.9,64.7,69.9,31.36,72.01,7.24,1931.8,sugarcane,black soil
23.3,34.2,28.6,26.96,60.71,7.19,598.9,lentil,black soil
32.5,29.2,23.2,10.7,67.79,8.68,1620.4,bajra,alluvial soil
129.6,55.5,80.7,29.51,70.07,6.99,1459.1,sugarcane,black soil
65.6,44.3,42.1,21.34,45.17,7.45,500.2,sunflower,black soil
126.5,5.5,11.8,11.69,53.74,4.56,1979.3,chilli,black soil
107.0,69.4,96.3,24.35,67.4,7.38,804.5,grapes,black soil
16.5,32.2,20.1,32.27,65.51,6.25,692.0,blackgram,black soil
81.3,63.2,80.0,25.95,57.84,7.12,552.3,pomegranate,red soil
89.7,8.4,27.4,32.18,66.46,5.84,1436.3,ragi,alluvial soil
69.0,25.4,9.3,36.21,29.39,8.59,1092.5,blackgram,laterite soil
22.4,21.4,28.4,32.51,52.46,6.8,554.3,greengram,alluvial soil
96.1,68.9,84.4,28.33,48.53,7.27,799.9,pomegranate,black soil
39.0,26.4,82.3,19.52,42.32,7.35,1368.8,blackgram,laterite soil
69.5,45.3,37.3,27.61,42.19,7.91,633.1,sunflower,red soil
23.7,33.7,21.4,23.87,57.88,7.55,574.2,chickpea,red soil
23.5,33.9,16.1,30.21,62.57,6.3,572.6,blackgram,red soil
134.1,68.0,71.6,29.76,81.36,6.57,1225.1,sugarcane,alluvial soil
87.9,53.9,47.0,32.42,50.91,6.24,874.2,cotton,black soil
22.1,32.4,39.4,26.42,55.7,7.01,757.6,groundnut,alluvial soil
45.5,20.6,29.1,33.15,41.98,6.32,516.2,bajra,alluvial soil
57.7,29.5,39.3,19.9,52.27,7.04,512.6,safflower,red soil
85.0,23.4,90.5,41.21,79.36,7.07,1607.5,chickpea,alluvial soil
97.2,59.4,59.1,26.69,72.71,7.27,970.2,onion,red soil
126.9,58.7,70.5,33.1,81.72,7.49,1213.2,sugarcane,alluvial soil
38.4,30.7,28.0,22.24,46.36,7.76,644.8,pigeonpeas,black soil
95.1,60.6,73.4,31.59,42.95,6.52,671.5,pomegranate,black soil
97.1,66.4,78.1,31.12,58.9,7.14,642.3,pomegranate,black soil
133.7,63.2,76.0,29.29,78.79,6.91,1871.3,sugarcane,black soil
75.2,48.4,52.2,27.02,56.6,5.77,737.3,maize,red soil
62.0,41.1,39.8,23.72,56.5,6.27,859.0,ragi,red soil
99.9,18.3,70.2,17.86,57.08,6.85,1872.2,sunflower,alluvial soil
75.1,45.7,64.4,29.35,58.28,6.92,650.3,chilli,black soil
68.9,53.5,53.5,33.44,57.27,6.75,512.1,cotton,red soil
100.6,64.9,62.4,28.91,47.1,6.67,752.1,pomegranate,red soil
106.5,55.2,65.7,28.55,46.87,7.01,607.2,pomegranate,black soil
136.9,55.7,79.6,25.2,69.28,7.42,1703.9,sugarcane,black soil
80.2,22.8,73.0,20.91,86.93,7.37,1026.3,groundnut,black soil
50.3,25.3,37.5,30.04,62.25,8.27,458.1,jowar,red soil
35.6,43.6,37.1,27.83,54.33,6.76,849.0,groundnut,red soil
29.1,33.2,30.1,33.3,49.28,7.87,877.7,pigeonpeas,black soil
100.1,20.4,38.2,21.61,31.08,7.84,1269.0,bajra,alluvial soil
116.2,53.3,95.1,28.21,60.98,7.0,883.6,grapes,red soil
129.6,61.8,40.7,27.98,40.83,7.83,2373.4,ragi,black soil
24.7,30.3,24.8,22.16,51.28,7.14,565.5,chickpea,black soil
55.6,32.0,36.0,27.72,60.68,7.01,693.5,ragi,laterite soil
26.5,31.5,16.7,28.42,66.21,6.86,502.2,blackgram,black soil
63.7,42.6,46.9,33.09,68.62,7.01,741.3,cotton,red soil
36.0,72.7,53.5,10.36,65.85,9.13,2326.3,maize,laterite soil
22.4,27.0,22.8,18.12,56.22,6.21,417.2,lentil,alluvial soil
108.7,56.2,71.6,28.03,55.9,6.95,801.3,grapes,black soil
100.7,58.8,61.7,26.93,63.49,6.86,957.8,onion,alluvial soil
34.9,33.4,25.3,27.91,47.93,7.56,523.7,chickpea,black soil
27.7,25.4,82.8,24.92,80.78,8.34,1719.6,pigeonpeas,black soil
13.0,26.7,89.8,16.7,34.68,5.56,2409.6,onion,black soil
92.4,60.0,68.1,29.76,53.01,6.77,648.6,pomegranate,red soil
30.2,33.1,31.6,32.77,69.65,7.91,799.0,pigeonpeas,red soil
53.6,39.8,30.2,28.24,46.68,7.85,564.5,jowar,black soil
24.2,33.0,29.8,34.08,62.24,7.42,699.8,greengram,alluvial soil
105.3,55.0,89.9,29.91,60.72,6.96,869.8,grapes,black soil
29.3,40.3,40.6,30.54,55.73,7.05,501.7,groundnut,alluvial soil
129.5,70.4,5.6,33.06,94.41,6.07,648.0,greengram,laterite soil
31.0,53.9,99.1,35.73,25.51,8.32,218.5,pomegranate,red soil
35.2,37.7,46.0,33.65,67.47,9.29,583.6,soybean,laterite soil
81.4,51.9,63.1,26.34,68.92,7.26,702.4,chilli,red soil
14.2,31.9,97.2,28.8,51.06,7.75,592.0,soybean,black soil
86.0,40.9,45.8,32.3,59.58,7.23,992.3,cotton,black soil
39.1,47.8,25.9,23.63,70.02,6.15,875.7,soybean,alluvial soil
94.9,46.5,41.9,31.46,41.92,7.13,1909.4,maize,alluvial soil
22.3,37.1,48.8,31.05,63.81,7.12,536.8,groundnut,red soil
35.7,24.1,36.9,34.55,56.34,6.2,485.5,bajra,alluvial soil
21.8,27.1,24.5,26.61,43.9,6.89,422.1,chickpea,red soil
58.4,39.1,44.5,24.2,35.45,7.13,531.9,safflower,black soil
18.0,25.4,21.7,32.44,63.9,6.7,700.0,greengram,black soil
92.7,62.3,62.6,20.7,75.63,6.52,934.6,tomato,red soil
97.1,57.7,78.8,29.59,53.46,6.65,647.3,grapes,black soil
91.0,59.5,49.5,28.72,66.86,5.83,981.3,maize,red soil
58.7,27.3,38.0,23.65,52.83,7.91,420.9,safflower,red soil
131.2,52.2,18.1,32.38,67.8,9.09,683.9,pigeonpeas,red soil
58.6,44.4,53.1,24.31,55.96,7.2,781.5,sunflower,red soil
65.6,39.5,52.7,32.08,57.59,6.73,882.2,cotton,black soil
57.0,30.5,34.1,20.65,49.34,7.95,424.4,safflower,red soil
86.4,56.1,63.0,24.02,67.08,5.98,736.6,maize,alluvial soil
120.0,55.9,63.0,25.47,70.18,6.32,846.8,tomato,alluvial soil
28.1,30.6,47.8,25.31,61.91,7.03,666.0,groundnut,alluvial soil
54.2,34.1,29.8,34.37,50.08,6.02,400.7,bajra,alluvial soil
20.6,8.1,48.7,41.02,35.79,6.55,934.2,maize,alluvial soil
75.0,49.1,48.8,28.61,74.88,6.36,605.6,maize,red soil
50.5,34.0,31.4,29.49,49.66,6.24,443.7,bajra,alluvial soil
73.4,38.6,40.2,20.02,68.57,6.68,482.0,wheat,alluvial soil
44.6,30.5,32.1,29.03,61.13,7.03,963.6,soybean,black soil
75.6,53.3,68.0,29.86,44.74,7.24,1252.8,onion,black soil
25.3,28.6,24.8,34.62,61.45,7.3,513.9,blackgram,black soil
95.4,64.4,92.4,22.99,64.14,6.64,872.1,grapes,black soil
115.9,66.9,44.4,21.53,40.53,5.15,660.9,ragi,black soil
24.0,29.3,24.4,30.03,51.61,6.4,620.2,blackgram,black soil
18.2,20.6,29.3,31.0,60.92,7.12,685.1,greengram,alluvial soil
77.4,76.0,41.3,26.12,72.25,4.8,2053.3,tomato,red soil
30.4,41.8,47.4,25.44,55.43,6.53,692.1,groundnut,red soil
58.4,36.2,33.4,23.69,37.43,7.67,478.8,safflower,black soil
24.2,41.1,59.6,31.11,28.0,8.29,1194.0,sunflower,red soil
118.2,61.0,80.5,36.24,86.89,7.07,2109.6,lentil,alluvial soil
22.5,28.7,22.4,30.2,55.29,7.07,699.4,greengram,black soil
76.9,67.1,25.3,17.02,78.19,7.83,2112.9,tomato,alluvial soil
109.3,63.3,68.7,27.17,26.83,9.16,1131.7,pomegranate,red soil
54.9,60.4,18.8,44.63,38.65,6.48,458.0,ragi,black soil
